Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
36706,8f62,"MCRTHY PARK","D","McCarthy Beach State Park 1","Public Works","St. Louis County"
36710,8f66,"PARKS D4","D","Parks District 4 Main","Public Works","Minnesota Department of Natural Resources - DNR"
36711,8f67,"PARKS D4 TAC","D","Parks District 4 Tactical","Public Works","Minnesota Department of Natural Resources - DNR"
36712,8f68,"JCOOK PARK 1","D","Jay Cooke State Park 1","Public Works","Carlton County"
36713,8f69,"JCOOK PARK 2","D","Jay Cooke State Park 2","Public Works","Carlton County"
36714,8f6a,"G FLS PARK 1","D","Gooseberry Falls State Park 1 ","Public Works","Lake County"
36715,8f6b,"G FLS PARK 2","D","Gooseberry Falls State Park 2 ","Public Works","Lake County"
36716,8f6c,"SRL PARK 1","D","Split Rock Lighthouse State Park 1 ","Public Works","Lake County"
36717,8f6d,"SRL PARK 2","D","Split Rock Lighthouse State Park 2 ","Public Works","Lake County"
36718,8f6e,"TETTG PARK 1","D","Tettegouche State Park 1 ","Public Works","Lake County"
36719,8f6f,"TETTG PARK 2","D","Tettegouche State Park 2 ","Public Works","Lake County"
36720,8f70,"TETTG PARK 3","D","Tettegouche State Park 3 ","Public Works","Lake County"
36721,8f71,"CRCRM PARK 1","D","Cascade River & C.R. Magney State Parks 1","Public Works","Cook County"
36722,8f72,"CRCRM PARK 2","D","Cascade River & C.R. Magney State Parks 2","Public Works","Cook County"
36723,8f73,"GPORT PARK 1","D","Grand Portage State Park 1","Public Works","Cook County"
36724,8f74,"G C M PARK 1","D","George Crosby Manitou State Park 1","Public Works","Cook County"
36729,8f79,"St Croix SP","D","St Croix State Park","Public Works","Pine County"
36731,8f7b,"St Croix SP","D","St Croix State Park","Public Works","Pine County"
36733,8f7d,"Savana Portage","D","Savana Portage State Park","Public Works","Aitkin County"
36738,8f82,"PARKS D3","D","Parks District 3 Main","Public Works","Minnesota Department of Natural Resources - DNR"
36739,8f83,"PARKS D3 TAC","D","Parks District 3 Tactical","Public Works","Minnesota Department of Natural Resources - DNR"
36740,8f84,"BR HEAD PK 1","D","Bearhead Lake State Park 1","Public Works","St. Louis County"
36741,8f85,"BR HEAD PK 2","D","Bear Head Lake State Park 2","Public Works","St. Louis County"
36742,8f86,"SUM-LV PARK1","D","Soudan Underground Mine & Lake Vermillion State Parks 1","Public Works","St. Louis County"
36743,8f87,"SUM-LV PARK2","D","Soudan Underground Mine & Lake Vermillion State Parks 2","Public Works","St. Louis County"
36744,8f88,"SCHASC PARK1","D","Scenic, Hill Annex Mine & Schoolcraft State Parks 1","Public Works","Itasca County"
36745,8f89,"SCHASC PARK2","D","Scenic, Hill Annex Mine & Schoolcraft State Parks 2","Public Works","Itasca County"
36746,8f8a,"NE E-MGT TAC","D","Northeast Emergency Management Tac","Emergency Ops","Zone 5 Interoperability NE"
36747,8f8b,"MCRTHY PARK1","D","McCarthy Beach State Park 1","Public Works","St. Louis County"
36748,8f8c,"MCRTHY PARK2","D","McCarthy Beach State Park 2","Public Works","St. Louis County"
36749,8f8d,"IRON PARK 1","D","Iron Range Off Road Vehicle State Recreation Area 1","Public Works","St. Louis County"
36750,8f8e,"IRON PARK 2","D","Iron Range Off Road Vehicle State Recreation Area 2","Public Works","St. Louis County"
36760,8f98,"MNNG-148-MOC","D","MNNG-148-MOC","Military","Minnesota National Guard - Military"
36761,8f99,"MNNG-NGRF C2","D","MNNG-NGRF C2","Military","Minnesota National Guard - Military"
36762,8f9a,"MNNG-148-MUN","D","MNNG-148-MUN","Military","Minnesota National Guard - Military"
36763,8f9b,"MNNG-148-COMM","D","MNNG-148-COMM","Military","Minnesota National Guard - Military"
36764,8f9c,"MNNG-34ID","D","MNNG-34ID","Military","Minnesota National Guard - Military"
36765,8f9d,"MNNG-148-CE","D","MNNG-148-CE","Military","Minnesota National Guard - Military"
36766,8f9e,"MNNG-NGRF 3","D","MNNG-NGRF 3","Military","Minnesota National Guard - Military"
36767,8f9f,"MNNG-148-WP","D","MNNG-148-WP","Military","Minnesota National Guard - Military"
36768,8fa0,"MNNG-148-LRS","D","MNNG-148-LRS","Military","Minnesota National Guard - Military"
36769,8fa1,"MNNG-NGRF 4","D","MNNG-NGRF 4","Military","Minnesota National Guard - Military"
36770,8fa2,"MNNG-148-MTRP","D","MNNG-148-MTRP","Military","Minnesota National Guard - Military"
36771,8fa3,"MNNG-148-TAC1","D","MNNG-148-TAC1","Military","Minnesota National Guard - Military"
36772,8fa4,"MNNG-148-TAC2","D","MNNG-148-TAC2","Military","Minnesota National Guard - Military"
36773,8fa5,"MNNG-148-TAC3","D","MNNG-148-TAC3","Military","Minnesota National Guard - Military"
36774,8fa6,"MNNG-148-TAC4","D","MNNG-148-TAC4","Military","Minnesota National Guard - Military"
36864,9000,"TEST TG A","D","Test Talkgroup A","Public Works","Minnesota Department of Public Safety - Emergency Communications"
36896,9020,"TEST TG B","D","Test Talkgroup B","Public Works","Minnesota Department of Public Safety - Emergency Communications"
36901,9025,"AK LAW 1","D","Law Dispatch 1","Law Dispatch","Aitkin County"
36902,9026,"AK LAW 2","D","Law Dispatch 2","Law Dispatch","Aitkin County"
36903,9027,"AK LAW 3E","DE","Law Dispatch 3 Encrypted ","Law Dispatch","Aitkin County"
36910,902e,"AK JAIL","D","Jail Operations ","Corrections","Aitkin County"
36915,9033,"AK FIRE 1","D","Aitkin Fire 1","Fire Dispatch","Aitkin County"
36916,9034,"AK FIRE 2","D","Aitkin Fire 2","Fire Dispatch","Aitkin County"
36917,9035,"AK FIRE 3","D","Aitkin Fire 3","Fire Dispatch","Aitkin County"
36919,9037,"AITKIN CTY FD ","D","Aitkin City Fire Tac ","Fire-Tac","Aitkin County"
36920,9038,"HILL CTY FD TAC","D","Hill City Fire Tac","Fire-Tac","Aitkin County"
36925,903d,"RVRWD HOSP","D","Riverwood Hospital ER Aitkin ","Hospital","Aitkin County"
36929,9041,"AK COM 4","D","Common 4","Multi-Tac","Aitkin County"
36930,9042,"AK COM 5","D","Common 5","Multi-Tac","Aitkin County"
36931,9043,"AK COM 6","D","Common 6","Multi-Tac","Aitkin County"
36932,9044,"AK COM 7","D","Common 7","Multi-Tac","Aitkin County"
36933,9045,"AK COM 8","D","Common 8","Multi-Tac","Aitkin County"
36935,9047,"AK ROAM","D","County Roaming","Multi-Dispatch","Aitkin County"
36936,9048,"AK EMERG","D","County Emergency Buttons ","Emergency Ops","Aitkin County"
36943,904f,"AK HWY","D","Highway Dept","Public Works","Aitkin County"
36960,9060,"TEST TG D","D","Test Talkgroup D","Public Works","Minnesota Department of Public Safety - Emergency Communications"
36992,9080,"TEST TG E","D","Test Talkgroup E","Public Works","Minnesota Department of Public Safety - Emergency Communications"
37024,90a0,"TEST TG F","D","Test Talkgroup F","Public Works","Minnesota Department of Public Safety - Emergency Communications"
37056,90c0,"TEST MG ABC","D","Test Multi-Talkgroup ABC","Public Works","Minnesota Department of Public Safety - Emergency Communications"
37100,90ec,"CL ROAM","D","County Roam","Multi-Dispatch","Carlton County"
37101,90ed,"CL LAW 1","D","Law Dispatch","Law Dispatch","Carlton County"
37102,90ee,"CL LAW 2","D","Law 2","Law Dispatch","Carlton County"
37104,90f0,"CL LAW 3","D","Law 3","Law Tac","Carlton County"
37105,90f1,"CL ESSENTIA ML","D","Essentia Ambulance Moose Lake","EMS Dispatch","Carlton County"
37112,90f8,"CL JAIL","D","Jail Operations","Corrections","Carlton County"
37120,9100,"CL PS COM1","D","Public Safety Common 1","Multi-Tac","Carlton County"
37122,9102,"CL PS COM2","D","Public Safety Common 2","Multi-Tac","Carlton County"
37124,9104,"CL PS COM3","D","Public Safety Common 3","Multi-Tac","Carlton County"
37126,9106,"CL PS COM4","D","Public Safety Common 4","Multi-Tac","Carlton County"
37128,9108,"CL PS COM5","D","Public Safety Common 5","Multi-Tac","Carlton County"
37130,910a,"CL PS COM6","D","Public Safety Common 6","Multi-Tac","Carlton County"
37132,910c,"CL PS COM7","D","Public Safety Common 7","Multi-Tac","Carlton County"
37134,910e,"CL EVENT 1","D","Event 1","Multi-Talk","Carlton County"
37136,9110,"CL FIRE","D","Fire EMS Dispatch","Fire Dispatch","Carlton County"
37142,9116,"Cloquet FD Adm","D","Cloquet Area Fire District Administration","Fire-Talk","Carlton County"
37143,9117,"CL 143","D","Carlton 143","Multi-Tac","Carlton County"
37146,911a,"CL 146","D","Carlton 146","Multi-Talk","Carlton County"
37148,911c,"CLOQUET HOSP","D","Cloquet Hosp","Hospital","Carlton County"
37150,911e,"CL HWY","D","Highway","Public Works","Carlton County"
37154,9122,"CL 154","D","Carlton 154","Multi-Talk","Carlton County"
37156,9124,"CL 156","D","Carlton 156","Multi-Talk","Carlton County"
37168,9130,"CL PS COM8","D","Public Safety Common 8","Multi-Tac","Carlton County"
37170,9132,"CL FG 9","D","Fireground 9","Fire-Tac","Carlton County"
37174,9136,"CL 174","D","Carlton 174","Multi-Talk","Carlton County"
37198,914e,"CL CD","D","Carlton Civil Defense Ops ","Emergency Ops","Carlton County"
37604,92e4,"DLTH LAW TAC","DE","Duluth Law Tac","Law Tac","St. Louis County"
37606,92e6,"DLTH PRKG","D","Duluth Parking Enforcement","Public Works","St. Louis County"
37616,92f0,"DLTH FIRE DISP","D","Duluth Fire Dispatch","Fire Dispatch","St. Louis County"
37618,92f2,"DLTH FIRE ADM","D","Duluth Fire Admin","Fire-Talk","St. Louis County"
37626,92fa,"SUDL PW 1","D","Duluth Public Works 1","Public Works","St. Louis County"
37627,92fb,"SUDL PW 2","D","Duluth Public Works 2","Public Works","St. Louis County"
37629,92fd,"SUDL PW 3","D","Duluth Public Works 3","Public Works","St. Louis County"
37786,939a,"SLHIBUTIL","D","Hibbing Public Utilities","Utilities","St. Louis County"
37787,939b,"Hibbing PW 1","D","Hibbing Public Works 1","Public Works","St. Louis County"
37788,939c,"Hibbing PW 2","D","Hibbing Public Works 2","Public Works","St. Louis County"
37792,93a0,"SU HWY VIR","D","County Highway Virginia Area","Public Works","St. Louis County"
37800,93a8,"SU 911","D","Hailing - Emergency Buttons","Emergency Ops","St. Louis County"
37801,93a9,"SU LAW S","D","Law Dispatch 1 - South","Law Dispatch","St. Louis County"
37802,93aa,"SU LAW N","D","Law Dispatch 2 - North","Law Dispatch","St. Louis County"
37803,93ab,"DULUTH PD DISP","D","Law Dispatch 3 - Duluth PD ","Law Dispatch","St. Louis County"
37804,93ac,"SU LAW ALT","D","Law Dispatch 4 - Alternate/Special Projects","Law Dispatch","St. Louis County"
37805,93ad,"SU LAW 5E","DE","Countywide 5","Law Tac","St. Louis County"
37806,93ae,"SU LAW 6E","DE","Countywide 6","Law Tac","St. Louis County"
37807,93af,"SU COMM 1","D","County Common 1","Multi-Tac","St. Louis County"
37808,93b0,"SU COMM 2","D","County Common 2","Multi-Tac","St. Louis County"
37809,93b1,"SU SO ADMIN","DE","Sheriff Admin","Law Talk","St. Louis County"
37810,93b2,"SU RESCUE 1","D","St. Louis Rescue 1","Fire-Talk","St. Louis County"
37811,93b3,"SU RESCUE 2","D","St. Louis Rescue 2","Fire-Talk","St. Louis County"
37812,93b4,"SU INFO 1","D","Countywide Info Channel","Law Tac","St. Louis County"
37813,93b5,"SU INFO 2","D","Countywide Alternate Info - Talkaround/Special Projects","Law Tac","St. Louis County"
37814,93b6,"Duluth","D","Duluth City","Multi-Talk","St. Louis County"
37837,93cd,"UMD PD Tac","DE","University of Minnesota Duluth Police Tactical","Law Tac","St. Louis County"
37842,93d2,"SU EVENT 1(old)","D","County Event 1 (old)","Multi-Tac","St. Louis County"
37843,93d3,"SU EVENT 2(old)","D","County Event 2 (old)","Multi-Tac","St. Louis County"
37844,93d4,"SU EVENT 3","D","County Event 3","Multi-Tac","St. Louis County"
37845,93d5,"SU EVENT 4","D","County Event 4","Multi-Tac","St. Louis County"
37848,93d8,"SU EVENT 1","D","County Event 1","Multi-Tac","St. Louis County"
37849,93d9,"SU EVENT 2","D","County Event 2","Multi-Tac","St. Louis County"
37850,93da,"SU FE1 N","D","South Fire EMS Dispatch - FE 1","Fire Dispatch","St. Louis County"
37851,93db,"SU FE2 S","D","North  Fire EMS Dispatch - FE 2","Fire Dispatch","St. Louis County"
37852,93dc,"SU FE 3","D","County Fire EMS 3","Fire-Tac","St. Louis County"
37853,93dd,"SU FE 4","D","County Fire EMS 4","Fire-Tac","St. Louis County"
37854,93de,"SU FE 5","D","County Fire EMS 5","Fire-Tac","St. Louis County"
37855,93df,"SU FE 6","D","County Fire EMS 6","Fire-Tac","St. Louis County"
37856,93e0,"SU FE 7","D","County Fire EMS 7","Fire-Tac","St. Louis County"
37857,93e1,"SU FE 8","D","County Fire EMS 8","Fire-Tac","St. Louis County"
37858,93e2,"SU FE 9","D","County Fire EMS 9","Fire-Tac","St. Louis County"
37859,93e3,"SU FE 10","D","County Fire EMS 10","Fire-Tac","St. Louis County"
37860,93e4,"SU FE 22","D","Fire - EMS Pool 23","Fire-Tac","St. Louis County"
37861,93e5,"SU FE 23","D","Fire - EMS Pool 24","Fire-Tac","St. Louis County"
37862,93e6,"SU FE 24","D","Fire - EMS Pool 25","Fire-Tac","St. Louis County"
37863,93e7,"SU FE 25","D","Fire - EMS Pool 26","Fire-Tac","St. Louis County"
37864,93e8,"SU FE 26","D","Fire - EMS Pool 27","Fire-Tac","St. Louis County"
37865,93e9,"SU FE 27","D","Fire - EMS Pool 28","Fire-Tac","St. Louis County"
37866,93ea,"SU FE 28","D","Fire - EMS Pool 29","Fire-Tac","St. Louis County"
37867,93eb,"SU FE 29","D","Fire - EMS Pool 30","Fire-Tac","St. Louis County"
37868,93ec,"COOK HOSP","D","Cook Hospital","Hospital","St. Louis County"
37869,93ed,"ELY BLM HOSP","D","Ely Bloomenson Community Hospital","Hospital","St. Louis County"
37870,93ee,"SU HOSP","D","Hospital","Hospital","St. Louis County"
37871,93ef,"ST LUKES HOSP","D","St. Lukes Hospital","Hospital","St. Louis County"
37872,93f0,"ST MARYS HOSP","D","St. Mary's Duluth","Hospital","St. Louis County"
37873,93f1,"HIBB HOSP","D","UMCM - Hibbing Hospital ","Hospital","St. Louis County"
37874,93f2,"VIRG HOSP","D","VRMC - Virginia Hospital","Hospital","St. Louis County"
37875,93f3,"N PINES HOSP","D","Northern Pines Medical Center","Hospital","St. Louis County"
37876,93f4,"COOK MEM HOSP","D","Cook Memorial Hospital","Hospital","St. Louis County"
37879,93f7,"ALBORN FD","D","Alborn VFD Admin","Fire-Tac","St. Louis County"
37880,93f8,"ARRWHD FD","D","Arrowhead VFD Admin","Fire-Tac","St. Louis County"
37881,93f9,"AURORA FIRE","D","Aurora FD Admin","Fire-Tac","St. Louis County"
37882,93fa,"BABBITT FD","D","Babbitt VFD Admin","Fire-Tac","St. Louis County"
37883,93fb,"FIRE TAC 883","D","Fire Tac 37883","Fire-Tac","St. Louis County"
37884,93fc,"BIWABIK FIRE","D","Biwabik City Fire EMS Admin","Fire-Tac","St. Louis County"
37885,93fd,"BEARVL FIRE","D","Bearville Township Fire","Fire-Tac","St. Louis County"
37886,93fe,"BRIMSON FIRE","D","Brimson FD Admin","Fire-Tac","St. Louis County"
37887,93ff,"FIRE TAC 887","D","Fire Tac 37887","Fire-Tac","St. Louis County"
37888,9400,"BUHL FIRE","D","Buhl Fire Admin","Fire-Tac","St. Louis County"
37889,9401,"BIWABIK TN FIRE","D","Biwabic Twp FD Admin ","Fire-Tac","St. Louis County"
37890,9402,"FIRE TAC 890","D","Fire Tac 37890","Fire-Tac","St. Louis County"
37891,9403,"CANOSIA FD","D","Canosia Township Fire Admin","Fire-Talk","St. Louis County"
37892,9404,"CNTL LAKES FD","D","Central Lakes Fire","Fire-Tac","St. Louis County"
37893,9405,"CLIFTON FD","D","Clifton Fire District Admin","Fire-Talk","St. Louis County"
37894,9406,"CHISHOLM FIRE","D","Chisholm Fire Admn","Fire-Tac","St. Louis County"
37895,9407,"CLIFTON VFD","D","Clifton VFD Admin","Fire-Tac","St. Louis County"
37896,9408,"CLINTON FIRE","D","Clinton Fire","Fire-Tac","St. Louis County"
37897,9409,"COLVIN FIRE","D","Colvin FD Admin","Fire-Tac","St. Louis County"
37898,940a,"COOK FD","D","Cook VFD Admin","Fire-Tac","St. Louis County"
37899,940b,"CHERRY FIRE","D","Cherry FD Admin -  Cotton VFD Admin","Fire-Tac","St. Louis County"
37900,940c,"CRANE LAKE FD","D","Crane Lake Fire Admin","Fire-Tac","St. Louis County"
37901,940d,"CULVER FD","D","Culver FD Admin","Fire-Talk","St. Louis County"
37902,940e,"FIRE TAC 902","D","Fire Tac 37902","Fire-Tac","St. Louis County"
37903,940f,"EVERGREEN FD","D","Evergreen Fire Admin ","Fire-Tac","St. Louis County"
37904,9410,"FIRE TAC 904","D","Fire Tac 37904","Fire-Tac","St. Louis County"
37905,9411,"EMBARRASS FD","D","Embarrass FD Admin","Fire-Tac","St. Louis County"
37906,9412,"FIRE TAC 906","D","Fire Tac 37906","Fire-Tac","St. Louis County"
37907,9413,"FIRE TAC 907","D","Fire Tac 37907","Fire-Tac","St. Louis County"
37908,9414,"EVELETH FIRE","D","Eveleth Fire - EMS ","Fire-Tac","St. Louis County"
37909,9415,"FAYAL FIRE","D","Fayal Fire Admin","Fire-Tac","St. Louis County"
37910,9416,"FREDENBERG FD","D","Fredenburg VFD Admin","Fire-Tac","St. Louis County"
37911,9417,"FRENCH FIRE","D","French Township Fire Admin","Fire-Tac","St. Louis County"
37912,9418,"FIRE TAC 912","D","Fire Tac 37912","Fire-Tac","St. Louis County"
37913,9419,"GILBERT FIRE","D","Gilbert Fire Admin","Fire-Talk","St. Louis County"
37914,941a,"GRAND LAKE FD","D","Grand Lake township Fire Admin","Fire-Talk","St. Louis County"
37915,941b,"GNESEN FIRE","D","Gnesen Township Fire Admin","Fire-Talk","St. Louis County"
37917,941d,"GRNWOOD FIRE","D","Greenwood Fire ","Fire-Talk","St. Louis County"
37918,941e,"HERMTWN FIRE","D","Hermantown FD Admin","Fire-Talk","St. Louis County"
37919,941f,"HIBBING FIRE","D","Hibbing Fire Adm ","Fire-Talk","St. Louis County"
37920,9420,"FIRE TAC 920","D","Fire Tac 37920","Fire-Tac","St. Louis County"
37921,9421,"HOYT FD EMS","D","Hoyt Lakes Fire/EMS","Fire Dispatch","St. Louis County"
37922,9422,"INDSTRL FD","D","Industrial VFD Admin","Fire-Talk","St. Louis County"
37923,9423,"INTL FLS FD","D","International Falls VFD","Fire-Talk","St. Louis County"
37924,9424,"KELSEY FD","D","Kelsey VFD Admin","Fire-Talk","St. Louis County"
37925,9425,"KINNEY FIRE","D","Kinney/Great Scott VFD Admin","Fire-Talk","St. Louis County"
37926,9426,"LAKELND FIRE","D","Lakeland FD Admin","Fire-Tac","St. Louis County"
37927,9427,"LAKEWOOD FD","D","Lakewood VFD Admin","Fire-Tac","St. Louis County"
37928,9428,"MAKINEN FIRE","D","Makinen FD Admin","Fire-Tac","St. Louis County"
37929,9429,"FIRE TAC 929","D","Fire Tac 37929","Fire-Tac","St. Louis County"
37930,942a,"MCDAVIT FIRE","D","McDavitt Fire Admin","Fire-Tac","St. Louis County"
37931,942b,"Makinen FD","D","Makinen VFD Admin","Fire-Tac","St. Louis County"
37932,942c,"McKinley FD","D","McKinley VFD Admin","Fire-Tac","St. Louis County"
37933,942d,"Mdwlnds FD","D","Meadowlands VFD Admin","Fire-Tac","St. Louis County"
37934,942e,"MRSFLLK FIRE","D","Morse Fall Lake VFD Admin ","Fire-Tac","St. Louis County"
37935,942f,"MT IRON FIRE","D","Mt. Iron Fire Admin ","Fire-Tac","St. Louis County"
37936,9430,"North Star FD","D","North Star VFD Admin","Fire-Tac","St. Louis County"
37937,9431,"NORMANA FIRE","D","Normanna VFD Admin","Fire-Tac","St. Louis County"
37938,9432,"Northland FD","D","Northland VFD Admin","Fire-Tac","St. Louis County"
37939,9433,"ORR FIRE","D","Orr Fire Admin","Fire-Tac","St. Louis County"
37940,9434,"PALO FIRE","D","Palo FD Admin","Fire-Tac","St. Louis County"
37941,9435,"PIKE SAND FD","D","Pike-Sandy Fire Admin.","Fire-Tac","St. Louis County"
